ID;Text;Question;Answer
2320;La planta cuenta con maquinaria con nueva tecnología de fibrosa que ya ha sido homologada en clientes en los primeros meses de 2018. Esperamos que los clientes de fibrosa vean mejorados sus niveles de servicio una vez que el Grupo Viscofan puede ofrecer una mejor respuesta al mercado gracias a la producción de estas tripas en los dos principales mercados: Europa y Norteamérica.;La producción de tales tripas en los mercados de Europa y Norteamérica, ¿qué resultado produce?;Esperamos que los clientes de fibrosa vean mejorados sus niveles de servicio una vez que el Grupo Viscofan puede ofrecer una mejor respuesta al mercado
4432;Un modelo que ha permitido a nuestros canales ganar audiencia mes a mes gracias a una programación variada en géneros y con un altísimo porcentaje de éxitos.;¿Cuál es el factor que ha permitido a sus canales ganar audiencia mes a mes?;una programación variada en géneros y con un altísimo porcentaje de éxitos
3033;Bancsabadell d’Andorra constituye la mejor alternativa del mercado para los clientes particulares y para las empresas, tanto las ya afianzadas en el Principado como las de reciente creación a raíz de la apertura económica, acompañándolas en su desarrollo gracias a la oferta de servicios de alto valor añadido y la calidad de la atención al cliente proporcionados por un equipo de profesionales altamente cualificados.;¿Qué medida permite a Bancsabadell d’Andorra constituir la mejor alternativa del mercado para los clientes particulares y para las empresas, tanto las ya afianzadas en el Principado como las de reciente creación a raíz de la apertura económica, acompañándolas en su desarrollo?;la oferta de servicios de alto valor añadido y la calidad de la atención al cliente proporcionados por un equipo de profesionales altamente cualificados
4306;1. M&A e inversiones estratégicas: gracias a nuestro rol activo en el ecosistema FinTech, BBVA es ya considerado como un atractivo inversor para las startups que buscan más allá de un inversor financiero, un aliado estratégico.;¿Qué consecuencia ha tenido su rol activo en el ecosistema FinTech?;BBVA es ya considerado como un atractivo inversor para las startups que buscan más allá de un inversor financiero, un aliado estratégico
645;Almirall cuenta con una política de Compliance en todas las áreas de la compañía con el propósito de dotar a la organización de un sistema de control de riesgos legales. El objetivo fundamental consiste en la verificación del cumplimiento de las normas (legales, contractuales e internas) aplicables a Almirall, y el control de los riesgos legales consistentes en la potencial responsabilidad de la compañía y/o de sus administradores, miembros del Consejo de Administración y representantes legales como consecuencia de incumplimientos del marco normativo.;¿Qué se deriva de los incumplimientos del marco normativo?;el control de los riesgos legales consistentes en la potencial responsabilidad de la compañía y/o de sus administradores, miembros del Consejo de Administración y representantes legales 
642;Los activos intangibles son activos no monetarios identificables pero sin apariencia física que surgen como consecuencia de una adquisición a terceros o han sido desarrollados internamente por el grupo. Se reconoce un activo intangible cuando, además de satisfacer la definición anterior, el grupo estima probable la percepción de beneficios económicos derivados de dicho elemento y su coste puede estimarse de manera fiable.;¿De qué es consecuencia que surjan activos no monetarios identificables pero sin apariencia física?;de una adquisición a terceros o han sido desarrollados internamente por el grupo
2192;En este sentido, el Edificio Torre 30 ha registrado el mayor incremento en términos de rentas de edificios, con un crecimiento del 57% respecto a la renta registrada en el momento de la adquisición, gracias a la firma de una renta de 16,5 euros el m 2 con el Grupo Ilunion, siendo destacables también los crecimientos de los edificios Arcis y Málaga, con un 6% y 3% respectivamente en el mismo periodo.;¿Qué ha generado la firma de una renta de 16,5 euros el m 2 con el Grupo Ilunion?;el Edificio Torre 30 ha registrado el mayor incremento en términos de rentas de edificios, con un crecimiento del 57% respecto a la renta registrada en el momento de la adquisición
600;Contar la historia de Gas Natural Fenosa es contar una historia de pasión, fe, trabajo y visión de progreso, porque la energía es progreso.;¿Por qué motivo contar la historia de Gas Natural Fenosa es contar una historia de pasión, fe, trabajo y visión de progreso?;la energía es progreso
807;"Como consecuencia del análisis del valor en uso llevado a cabo por el Grupo de diversos elementos de inmovilizado (apoyados en estudios de precios de venta sobre terrenos, construcciones y cierta maquinaria realizados por expertos independientes) durante el ejercicio 2013 se dotó un importe neto de 757 miles de euros con cargo al epígrafe ""Deterioro y resultado por enajenación del inmovilizado"" de la cuenta de pérdidas y ganancias consolidada, no habiéndose dotado importe alguno en 2014.";¿Qué supuso el análisis de valor en uso llevado por el Grupo sobre diversos elementos de inmovilizado?;"durante el ejercicio 2013 se dotó un importe neto de 757 miles de euros con cargo al epígrafe ""Deterioro y resultado por enajenación del inmovilizado"" de la cuenta de pérdidas y ganancias consolidada, no habiéndose dotado importe alguno en 2014"
1278;Además, el proyecto tiene una importante vertiente social ya que se realiza por expertos locales, favoreciendo el empleo local, el desarrollo rural y asegurando el debido mantenimiento de la masa forestal.;¿A qué se debe la importante vertiente social del proyecto?;se realiza por expertos locales, favoreciendo el empleo local, el desarrollo rural y asegurando el debido mantenimiento de la masa forestal
1520;Durante el presente ejercicio, se volvió a tomar el pulso entre más de 150 personas de la Sede con motivo de la nueva organización interna por enseñas y del área comercial en desarrollo y compras. El objetivo ha sido conocer, a través de estas encuestas puntuales realizadas mediante una aplicación móvil, la opinión de los empleados respecto a los temas de organización y estructura.;¿Por qué se preguntó a más de 150 personas de la Sede?;con motivo de la nueva organización interna por enseñas y del área comercial en desarrollo y compras. El objetivo ha sido conocer, a través de estas encuestas puntuales realizadas mediante una aplicación móvil, la opinión de los empleados respecto a los temas de organización y estructura
2336;La fidelidad de los clientes del Grupo es uno de los principales activos de la Compañía, y es por ello que se realizan importantes esfuerzos por mantener a los clientes con más antigüedad a través de la medición de su satisfacción.;¿Por qué razón se realizan importantes esfuerzos por mantener a los clientes con más antigüedad a través de la medición de su satisfacción?;La fidelidad de los clientes del Grupo es uno de los principales activos de la Compañía
1685;Desaceleración de la actividad a causa de un menor crecimiento macroeconómico.;¿Qué ha provocado la desaceleración de la actividad? ;un menor crecimiento macroeconómico
3128;Hemos vuelto a completar un año de éxito gracias a un modelo de negocio centrado en la solidez y el crecimiento sostenible que resultan de nuestra de estrategia de calidad a buen precio para nuestro cliente, y sobre todo en la fidelidad que esto y nuestras innovaciones consiguen de nuestros clientes.Nuestros clientes, los consumidores, están cada vez más en el centro de nuestra actividad. Son más de 40 millones de personas en cinco países, a quienes escuchamos atentamente y sobre todo a quienes agradecemos su confianza. Ellos han colaborado con nosotros el pasado año participando en más de 750.000 encuestas mensuales y sumándose a diferentes programas especiales desarrollados para el cliente. Para ellos hemos abierto nuevas vías de diálogo y relación. Me refiero en este caso a las ocho plataformas digitales donde estamos presentes solos o en colaboración con terceros, al pago por móvil o la app para facilitar la compra, que ya se han descargado en España 700.000 consumidores.;¿Qué ha facilitado que vuelvan a completar un año de éxito? ;un modelo de negocio centrado en la solidez y el crecimiento sostenible que resultan de nuestra de estrategia de calidad a buen precio para nuestro cliente, y sobre todo en la fidelidad que esto y nuestras innovaciones consiguen de nuestros clientes
3794;Applus+ IDIADA presentó para el ejercicio completo un crecimiento de los ingresos del 10,6% a tipos de cambio constantes, y un crecimiento total de los ingresos del 9,8% debido al impacto negativo de los tipos de cambio.;¿Qué efectos tuvo el impacto negativo de los tipos de cambio?;Applus+ IDIADA presentó para el ejercicio completo un crecimiento de los ingresos del 10,6% a tipos de cambio constantes, y un crecimiento total de los ingresos del 9,8%
3066;En concreto, en las 10 principales unidades del Grupo y Banco Popular hay establecidos un total de 14 canales de denuncias accesibles a los empleados, dado que en algún país hay más de un canal de denuncias.;¿Cuál es la razón de que haya establecidos un total de 14 canalees de denuncias accesiblees a los empleados en las 10 principales unidades del Grupo y Banco Popular?;en algún país hay más de un canal de denuncias
4176;El tráfico de datos aumenta un 72% interanual en 2014 y acelera su crecimiento hasta el 87% en el cuarto trimestre, gracias a la mayor penetración de smartphones y a un mayor uso por cliente.;¿Qué efectos tiene la mayor penetración de smartphones y un mayor uso por cliente?;El tráfico de datos aumenta un 72% interanual en 2014 y acelera su crecimiento hasta el 87% en el cuarto trimestre
2975;La definición de los indicadores de que los activos fijos afectos a las tiendas podrían haber sufrido un deterioro de valor así como la realización del test de deterioro de los mismos han sido identificados como aspectos clave en nuestra auditoría, dado que la evaluación por parte de la Dirección del posible deterioro es un proceso complejo que incluye un elevado nivel de estimaciones, juicios e hipótesis.;¿Por qué razón la definición de los indicadores de que los activos fijos afectos a las tiendas podrían haber sufrido un deterioro de valor así como la realización del test de deterioro de los mismos han sido identificados como aspectos clave en su auditoría?;la evaluación por parte de la Dirección del posible deterioro es un proceso complejo que incluye un elevado nivel de estimaciones, juicios e hipótesis
1086;"Campaña ""Derechos de la Infancia"" Campaña ""Derechos de la Infancia"" Con motivo del 25º aniversario de la Convención de los Derechos de la Infancia, se ha llevado a cabo una campaña de comunicación, consistente en 10 spots de sensibilización con 10 ONG diferentes, que han actuado como embajadoras y representantes cada una de ellas de un derecho.";¿Qué ha desencandenado el 25º aniversario de la Convención de los Derechos de la Infancia?;se ha llevado a cabo una campaña de comunicación, consistente en 10 spots de sensibilización con 10 ONG diferentes, que han actuado como embajadoras y representantes cada una de ellas de un derecho
2137;Big data social Big Data es un término que hace referencia a las cantidades ingentes de datos que se están captando constantemente debido a la digitalización de la ciencia (astronomía, física, medicina...) y las infraestructuras (smart cities, transacciones financieras...), así como al uso masivo de los teléfonos móviles y otros dispositivos conectados.;¿Qué permite que se estén captando constantemente cantidades ingentes de datos?  ;la digitalización de la ciencia (astronomía, física, medicina...) y las infraestructuras (smart cities, transacciones financieras...), así como al uso masivo de los teléfonos móviles y otros dispositivos conectados
120;Esta nota presenta información sobre la exposición del Grupo a cada uno de los riesgos mencionados anteriormente, los objetivos, políticas y procesos definidos por el Grupo para gestionar el riesgo, así como los métodos utilizados para medir dichos riesgos, los Debido a la presencia del Grupo en diversos países, a la consiguiente variedad de legislaciones que rigen los contratos de alquiler, a la distinta naturaleza y posición económica de los propietarios entre otros factores, existe una gran variedad de cláusulas que regulan el funcionamiento de los contratos de alquiler.;¿A qué es debida la gran variedad de cláusulas que regulan el funcionamiento de los contratos de alquiler?;a la presencia del Grupo en diversos países, a la consiguiente variedad de legislaciones que rigen los contratos de alquiler, a la distinta naturaleza y posición económica de los propietarios entre otros factores
367;Como resultado del proceso antedicho se elabora una vez al año, por requerimiento del supervisor, un documento de evaluación que se entrega al supervisor y cuya conclusión, suscrita por el Consejo de Administración, es que el Grupo presenta en todas las circunstancias una estructura de liquidez y financiación sólida y unos procesos internos apropiados para asegurar la adecuación de la liquidez.;¿Qué se ha producido como resultado de proceso antedicho?;se elabora una vez al año, por requerimiento del supervisor, un documento de evaluación que se entrega al supervisor y cuya conclusión, suscrita por el Consejo de Administración, es que el Grupo presenta en todas las circunstancias una estructura de liquidez y financiación sólida y unos procesos internos apropiados para asegurar la adecuación de la liquidez
3409;Se encuentra vigente la autorización concedida por la Junta General de Accionistas de fecha 19 de julio de 2016, en virtud de la cual el Consejo de Administración queda habilitado para adquirir acciones propias de la Sociedad (el texto íntegro del acuerdo puede ser consultado en www.inditex.com).;¿Qué implicaciones conlleva la vigente autorización por parte de la Junta General de Accionistas de fecha 19 de julio de 2016?;el Consejo de Administración queda habilitado para adquirir acciones propias de la Sociedad
3855;Innovación porque la Publicidad avanza veloz junto a los nuevos hábitos del consumidor, y porque una sociedad hiperconectada necesita que la comunicación sepa estar en los nuevos medios, cuya extensión y posiblidad todavía está por desvelar al completo.;¿Qué factores contribuyeron a la innovación?;la Publicidad avanza veloz junto a los nuevos hábitos del consumidor, y porque una sociedad hiperconectada necesita que la comunicación sepa estar en los nuevos medios, cuya extensión y posiblidad todavía está por desvelar al completo
2208;Los trabajadores y trabajadoras tienen a su disposición un conjunto de beneficios sociales pactados por Banco Sabadell y los representantes sindicales en el acuerdo sobre medidas de conciliación de la vida familiar y personal con la laboral. Todos estos beneficios han sido comunicados a la totalidad de la plantilla y están recogidos en el portal del empleado de la intranet, por lo que son ampliamente conocidos por los trabajadores y trabajadoras, que los vienen solicitando y disfrutando desde hace tiempo.;¿Qué supone que todos los beneficios hayan sido comunicados a la totalidad de la plantilla?;son ampliamente conocidos por los trabajadores y trabajadoras, que los vienen solicitando y disfrutando desde hace tiempo
2573;Por lo que se refiere al patrimonio gestionado por Bankinter en Fondos de Pensiones y EPSV, este se ha incrementado en 286 millones de euros durante 2014, hasta los 1.936 millones, gracias a una intensa actividad de captación (+198 millones de euros netos) y al buen trabajo de la gestora.;¿Qué se ha conseguido con la intensa actividad de captación?;Por lo que se refiere al patrimonio gestionado por Bankinter en Fondos de Pensiones y EPSV, este se ha incrementado en 286 millones de euros durante 2014, hasta los 1.936 millones
518;En el caso concreto de las energías renovables, se prevé la obtención de sinergias en costes gracias a la integración de los centros de control, la unificación de las licitaciones y los sistemas de despacho, entre otros. > En Distribución, la optimización de personal, equipos y sistemas de convergencia y las inversiones en tecnología y digitalización orientadas a la eficiencia permitirán la obtención de la reducción de costes. > En Comercialización, la mejora de costes se abordará con la revisión de los procesos principales y la aportación de las iniciativas de digitalización.;¿Qué se pretende con la integración de los centros de control, la unificación de las licitaciones y los sistemas de despachos?;En el caso concreto de las energías renovables, se prevé la obtención de sinergias en costes
912;Amortizaciones, resultado financiero se produce un incremento del 13% en las amortizaciones, principalmente debido al impacto de los activos adquiridos a finales de 2013 y principios de 2014.;¿Por qué en el resultado financiero se produce un incremento en las amortizaciones?;principalmente debido al impacto de los activos adquiridos a finales de 2013 y principios de 2014
1977;La campaña Primavera-Verano viene influenciada por el desempeño durante la Semana Santa, debido al importante volumen de ventas que tienen lugar alrededor de dicho período. transporte o de proveedores clave, interrupción en los suministros de energía o combustible, retención de la mercancía en el proceso de transporte, etcétera), que puedan afectar significativamente al normal funcionamiento de las operaciones. 6.;¿A qué se debe que la campaña Primavera-Verano venga influenciada por el desempeño durante la Semana Santa?;al importante volumen de ventas que tienen lugar alrededor de dicho período
4228;Mantenemos unas muy buenas expectativas para nuestra división Mediterranean de cara al 2018 debido al creciente número de turistas que se espera sigan visitando la región.;¿Qué supone que el creciente número de turistas que se espera siga visitando la región?;Mantenemos unas muy buenas expectativas para nuestra división Mediterranean de cara al 2018
100000326;No existe concentración de clientes en las cuentas por cobrar, ya que ningún cliente supone más del 5% de las mismas.;¿Por qué no existe concentración de clientes en las cuentas por cobrar?;ningún cliente supone más del 5% de las mismas
565;Diego Prado Pérez-Seoane, dejó su cargo de Consejero Dominical, en el Consejo celebrado el día 27 de julio 2016, de manera voluntaria como consecuencia de la reciente entrada en vigor del Reglamento Comunitario 596/2014, y las limitaciones que introduce para operar con acciones de sociedades participadas que tienen Consejeros dominicales en ellas.;¿De qué es efecto que Diego Prado Pérez-Seoane haya dejado su cargo de Consejero Dominical voluntariamente durante el Consejo del 27 de julio de 2016?;de la reciente entrada en vigor del Reglamento Comunitario 596/2014, y las limitaciones que introduce para operar con acciones de sociedades participadas que tienen Consejeros dominicales en ellas
2366;ENDESA, consciente de este contexto, comparte tal preocupación y por ello el nuevo Plan Estratégico 2017-2019 presentado en noviembre de 2016 identifica la descarbonización de su mix energético en 2050 como una de sus prioridades estratégicas, estableciendo la hoja de ruta para lograrlo.;¿Qué supone que ENDESA muestre preocupación en este contexto?;el nuevo Plan Estratégico 2017-2019 presentado en noviembre de 2016 identifica la descarbonización de su mix energético en 2050 como una de sus prioridades estratégicas, estableciendo la hoja de ruta para lograrlo
316;Durante 2017 hemos seguido desarrollando, para un importante fabricante, un disco de freno para una versión deportiva de próxima generación. Este trabajo supone una apuesta por nuestro saber hacer ya que, además de la producción, somos responsables del diseño y de los test de validación del citado disco.;¿Por qué el desarrollo de un disco de freno para una versión deportiva supone una apuesta por el saber hacer de la compañía?;además de la producción, somos responsables del diseño y de los test de validación del citado disco
137;Applus+ cuenta con profesionales de gran talento, comprometidos y apasionados, que han contribuido al crecimiento y a la diversificación del negocio durante muchos años y por este motivo me gustaría expresarles mi agradecimiento por la gran labor que han realizado.;¿Cuál es la razón de que se considere adecuado expresar agradecimiento a las personas que han contribuido al beneficio de la empresa?;Applus+ cuenta con profesionales de gran talento, comprometidos y apasionados, que han contribuido al crecimiento y a la diversificación del negocio durante muchos años
4507;Inditex basa sus relaciones con los proveedores en la confianza mutua y en una filosofía de optimización continua en virtud de la cual se les facilitan oportunidades de mejora y se les alienta a ello.;¿Por qué se les facilitan oportunidades de mejora y se les alienta a ello?;Inditex basa sus relaciones con los proveedores en la confianza mutua y en una filosofía de optimización continua
1959;El año pasado resultó especialmente gratificante porque de los 72 tests que se realizaron no se detectó ningún positivo por VIH.;¿Por qué el año pasado resultó especialmente gratificante? ;de los 72 tests que se realizaron no se detectó ningún positivo por VIH
2783;El VaR proporciona una estimación de la pérdida máxima potencial que presenta una posición debido a un movimiento adverso, pero normal, de alguno de los parámetros identificados que influyen en el riesgo de mercado.;¿A qué se atribuye que el VaR proporcione una estimación de la pérdida máxima potencial que presenta una posición?;a un movimiento adverso, pero normal, de alguno de los parámetros identificados que influyen en el riesgo de mercado
3397;Desde mayo y hasta diciembre de 2017 se evoluciónó la línea creativa, gracias a un videoclip en el que parejas de diferentes edades, a través del baile y con una música y letra creadas especialmente para ello, explicaban una pequeña historia sobre el acompañamiento a lo largo de una vida.;¿A qué se ha debido la evolución de la línea creativa?;a un videoclip en el que parejas de diferentes edades, a través del baile y con una música y letra creadas especialmente para ello, explicaban una pequeña historia sobre el acompañamiento a lo largo de una vida
1815;Debido al estancamiento del mercado sudafricano, Columbus ha debido exportar una mayor parte de su producción a los restantes mercados del Grupo, en los que se ha beneficiado de la devaluación de la moneda local, el rand sudafricano.;¿Qué ha provocado el estancamiento del mercado sudafricano?;Columbus ha debido exportar una mayor parte de su producción a los restantes mercados del Grupo, en los que se ha beneficiado de la devaluación de la moneda local, el rand sudafricano
1306;Analizamos, por tanto, nuestro impacto neto, en concreto, en el cambio climático, porque es el principal reto ambiental a nivel mundial y donde tenemos una mayor influencia a nivel global.;¿Cuál es la razón de que analicen su impacto neto, en concreto, en el cambio climático?;es el principal reto ambiental a nivel mundial y donde tenemos una mayor influencia a nivel global
637;Las emisiones específicas bajaron en 2016 mínimamente aunque son superiores a la media del Grupo debido al menor porcentaje de chatarra en la acería.;¿A qué se debió que la emisiones específicas bajaran mínimamente con respecto a la media del Grupo?;al menor porcentaje de chatarra en la acería
546;La cifra de ingresos incluye el importe tanto de las ventas de último recurso como de las ventas realizadas en el mercado liberalizado, ya que tanto el comercializador de último recurso como el comercializador libre se consideran un agente principal y no un comisionista del suministro realizado.;¿Qué motiva que la cifra de ingresos incluya el importe tanto de las ventas de último recurso como las ventas en el mercado liberalizado?;tanto el comercializador de último recurso como el comercializador libre se consideran un agente principal y no un comisionista del suministro realizado
1853;Gracias al MUS, todas las entidades financieras de la zona euro de un cierto tamaño son supervisadas bajo un mismo marco normativo y metodológico, con independencia de su situación geográfica. La aparición de este nuevo agente, de hecho, el supervisor con el mayor volumen de activos bajo su ámbito de actuación, requiere por parte de las entidades la necesidad de adaptarse a un nuevo entorno.;¿El MUS qué ha propiciado?;todas las entidades financieras de la zona euro de un cierto tamaño son supervisadas bajo un mismo marco normativo y metodológico, con independencia de su situación geográfica
2385;Nuestra apuesta por la revolución digital nos lleva a ir más allá y, por eso, desarrollamos servicios basados en Internet de las Cosas (IoT), cloud o Big Data, con el objetivo concreto de dar soluciones a retos ambientales. De esta forma, ya ofrecemos servicios que permiten a nuestros clientes hacer un uso más eficiente de recursos como la energía y el agua, mejorar la planificación del tráfico y la calidad del aire, reducir las emisiones de gases de efecto invernadero o mejorar la respuesta ante incendios o una catástrofe climática (ver capítulo ‘Gestión de Emergencias’).;¿Qué les lleva a desarrollar servicios servicios basados en Internet de las Cosas (IoT), cloud o Big Data, con el objetivo concreto de dar soluciones a retos ambientales?;Nuestra apuesta por la revolución digital nos lleva a ir más allá 
3819;Gracias a esta acción de colaboración ciudadana, Atresmedia donó al Centro Nacional de Investigaciones oncológicas (CNIO) 100.000 euros.;¿A qué se debe que Atresmedia donara al Centro Nacional de Investigaciones oncológicas (CNIO) 100.000 euros?;a esta acción de colaboración ciudadana
1558;Adicionalmente, con motivo de la nueva regulación europea en materia de protección de datos, durante el 2017, las actividades y programas relacionados con la protección de datos personales que desarrollaba la Unidad de cumplimiento comenzaron a integrarse dentro de la Función de los Servicios Jurídicos de BBVA, en la que se incorporó la figura del delegado de protección de datos (DPO).;¿Qué ha implicado la nueva regulación europea en materia de protección de datos?;durante el 2017, las actividades y programas relacionados con la protección de datos personales que desarrollaba la Unidad de cumplimiento comenzaron a integrarse dentro de la Función de los Servicios Jurídicos de BBVA, en la que se incorporó la figura del delegado de protección de datos (DPO)
418;La selección de todos los empleados del Grupo en el Reino Unido (aproximadamente dos tercios de todos los empleados del Grupo) cumple este criterio. La mayor parte de los 40.000 empleados del Grupo en el Reino Unido están contratados por British Airways, pero otros proceden del resto de sociedades del Grupo que están domiciliadas en el Reino Unido. Se decidió no incluir en la comparación a los empleados de fuera del Reino Unido ya que las condiciones laborales existentes en otros países son muy distintas.;¿Por qué se decidió no incluir en la comparación a los empleados de fuera del Reino Unido?;las condiciones laborales existentes en otros países son muy distintas
1022;Nuestra trayectoria avala ese propósito de estabilidad, porque mantenemos el nombre, no nos hemos fusionado con nadie y no hemos comprado nada en España.;¿Qué se pretende conseguir manteniendo el nombre, sin fusiones ni comprando empresas en España?;Nuestra trayectoria avala ese propósito de estabilidad
115;"También durante 2016 Atresmedia revisó su seguimiento del Código de acuerdo con la Guía técnica de buenas prácticas para la aplicación del principio ""cumplir o explicar"", difundida por la CNMV en julio de 2016, y como resultado de este análisis, se aprobaron nuevas medidas para la mejora del gobierno corporativo, entre otras, la modificación del Reglamento del Consejo de Administración con el fin de garantizar la dedicación de los consejeros a la Sociedad, limitando el número de consejos a los que puede pertenecer un consejero; mejoró su transparencia, incorporando a su web corporativa informes que hasta ahora eran internos; encargó a una firma externa e independiente la evaluación del consejo y de sus comisiones; y acordó que el auditor externo, que hasta ahora asistía de forma regular a la Comisión de Auditoría y Control, asista también al Consejo, al menos una vez al año.";"¿Qué efecto produjo que también durante 2016 Atresmedia revisara su seguimiento del Código de acuerdo con la Guía técnica de buenas prácticas para la aplicación del principio ""cumplir o explicar"", difundida por la CNMV en julio de 2016?";"se aprobaron nuevas medidas para la mejora del gobierno corporativo, entre otras, la modificación del Reglamento del Consejo de Administración con el fin de garantizar la dedicación de los consejeros a la Sociedad, limitando el número de consejos a los que puede pertenecer un consejero; mejoró su transparencia, incorporando a su web corporativa informes que hasta ahora eran internos; encargó a una firma externa e independiente la evaluación del consejo y de sus comisiones; y acordó que el auditor externo, que hasta ahora asistía de forma regular a la Comisión de Auditoría y Control, asista también al Consejo, al menos una vez al año"
4533;A pesar de la incertidumbre y de la volatilidad, la depreciación del peso se ha contenido, por lo que dicho efecto sobre la inflación empezó a remitir en los últimos meses.;¿Qué consecuencia tuvo que se contuviera la depreciación del peso?;dicho efecto sobre la inflación empezó a remitir en los últimos meses
3706;IAG organizó el taller de la IATA sobre el fin de la vida útil de las aeronaves, que puso de relieve oportunidades para acortar los ciclos de vida de las aeronaves y conseguir mejoras aceleradas en términos de contaminación acústica y emisiones gracias a la posibilidad de obtener más valor de la aeronave al final de su vida útil. El taller reunió a expertos del sector que compartieron las buenas prácticas, las cuales formarán parte de una guía de buenas prácticas de la IATA para el tratamiento de las aeronaves al final de su vida útil.;¿Qué consecuencias tiene la posibilidad de obtener más valor de la aeronave al final de su vida útil?;oportunidades para acortar los ciclos de vida de las aeronaves y conseguir mejoras aceleradas en términos de contaminación acústica y emisiones
2282;El estado de situación financiera consolidado a 31 de diciembre de 2014 ha sido reexpresado como consecuencia de la finalización del proceso de asignación del precio de compra de E-Plus, que ha tenido lugar en el tercer trimestre de 2015.;¿Cuál ha sido la consecuencia de la finalización del proceso de asignación del precio de compra de E-Plus, que ha tenido lugar en el tercer trimestre de 2015?;El estado de situación financiera consolidado a 31 de diciembre de 2014 ha sido reexpresado
396;Gracias a esta medida, los camiones con devoluciones procedentes de Europa han mejorado su ocupación en un 20%, pasando a transportar 600 bultos de media por camión.;¿Qué consecuencias se derivan de esta medida?;los camiones con devoluciones procedentes de Europa han mejorado su ocupación en un 20%, pasando a transportar 600 bultos de media por camión
