ID;Text;Question;Answer
6002;At the end of 2017, the United States Government passed and signed the Tax Cuts and Jobs Act, which will have a positive impact for investors in REL. The main impact of the Tax Cuts and Jobs Act for REL is a reduction in the federal corporate tax rate from 35 per cent. to 21 per cent., effective 1 January 2018 which resulted in a Financial Statement benefit of approximately $48 million (57 cents per share). Going forward, the lower federal corporate tax rate will improve net returns for REL 's future realisations in the United States.;What caused a Financial Statement benefit of approximately $48 million (57 cents per share)?;a reduction in the federal corporate tax rate from 35 per cent. to 21 per cent., effective 1 January 2018
2470;Following a competitive tender process, PwC were appointed the Group's auditors in December 2011 and have therefore served as the Group's auditors since the conclusion of the 2012 AGM. Accordingly, the 2017 audit is PwC's sixth consecutive audit.;Why have PwC served as the Group's auditors since the conclusion of the 2012 AGM?;PwC were appointed the Group's auditors in December 2011
5330.a;Heavy delays to new buildings under construction mean that tankers scheduled for delivery in 2016 slipped into 2017 and beyond and resulted in lower overall fleet growth in 2016 than expected.;What do the heavy delays to new buildings under construction imply?;tankers scheduled for delivery in 2016 slipped into 2017 and beyond
5457;As a result of our actions across our global supply chain, we are able to build client and consumer confidence, reduce potential risks and develop sustainable supplier relationships.;What is the effect of their actions across the global supply chain?;we are able to build client and consumer confidence, reduce potential risks and develop sustainable supplier relationships
8902;"Management's commitment to the See, Think, Act, Reinforce and Track (""START"") card programme has positively impacted our HSSE culture. Behaviour based safety has been recognised as an integral factor in our drive to ""zero"" incident rates. Notable improvements in our HSSE performance were achieved due to our continued emphasis on a strong HSSE culture, facilitated by an increase in Management visits to all assets.";What factor contributed to the notable improvements in their HSSE performance?;our continued emphasis on a strong HSSE culture
5340.1;The store LFL sales result provides a good indication of performance in the underlying business and has the benefit of being widely understood. In the future, interpreting this stand-alone measure is expected to become harder as the interplay between customer journeys in stores and online becomes increasingly integrated.;What explains why interpreting this stand-alone measure is expected to become harder?;the interplay between customer journeys in stores and online becomes increasingly integrated
5380;Our delivery of efficient and effective operations is enhanced by the use of relevant technologies and the sharing of information. We are therefore subject to potential internal and external cyber threats such as computer viruses and the loss or theft of data.;What motivates the exposure to potential internal and external cyber threats, such as computer viruses and the loss or theft of data?;Our delivery of efficient and effective operations is enhanced by the use of relevant technologies and the sharing of information
1996;The Board considers provisions a to c above are not relevant to the Company as it is an externally managed investment company. In particular, all of the Company's day-to-day management and administrative functions are outsourced to third parties.;What drives the Board to consider provisions a to c irrelevant to the Company?;it is an externally managed investment company
2550;Patagonia Gold retains its investment focus on Argentina and, for this reason, it continues to review opportunities to enhance its participation in the local mining business. Improved market sentiment coupled with the change in government in Argentina pose an excellent opportunity for Patagonia Gold to grow its business;Why does Patagonia Gold continue to review opportunities to enhance its participation in the local mining business?;Patagonia Gold retains its investment focus on Argentina
5270.2;This uncertainty is expected to increase volatility in the markets where the Group operates and create the potential for a general downturn in economic activity and for further or prolonged interest rate reductions in some jurisdictions due to monetary easing and investor sentiment.;What factors drove further or prolonged interest rate reductions in some jurisdictions?;monetary easing and investor sentiment
934.b;The significant revenue base in the MA division is due to Biodose Services and the inherent characteristics of its homecare business model. The business model requires high-value medicines to be dispensed and delivered to patients at home, which results in high levels of revenue and costs.;What is the cause of the high levels of revenue and costs?;The business model requires high-value medicines to be dispensed and delivered to patients at home
1381;Managing operational risk continues to be a key focus within the Group due to the complexity and volume of change, the Group's IT infrastructure, cyber risk, and reliance on third party suppliers.;What are the reasons for the management of operational risk continuing to be a key focus within the Group?;the complexity and volume of change, the Group's IT infrastructure, cyber risk, and reliance on third party suppliers
5010;Scope 3 emissions account for 11,265 tCO 2e, which is a significant increase from 2015 due to including new reporting metrics such as tenant consumption and home office consumption. Methodology In order to express our annual emissions in relation to the growth of our business, and to negate the effects of acquisitions and disposals, we report GHG emissions intensity measurements, in tonnes of CO 2 per square metre of property floor area (tCO 2 e/m ).;What did the inclusion of the new reporting metrics like tenant consumption and home office consumption lead to?;Scope 3 emissions account for 11,265 tCO 2e, which is a significant increase from 2015
1483;The Remuneration Committee considers that the FTSE 250 is the appropriate index because the Company has been a member of this since listing. This graph has been calculated in accordance with the Regulations.;What is the consequence of the Company being a member of the FTSE 250 since its listing?;The Remuneration Committee considers that the FTSE 250 is the appropriate index
5378.1.b;Delivering the science-based carbon reduction and climate resilience targets set out in the Paris Agreement will have significant structural implications for the economy and the businesses and communities we serve. That is why we are evolving our Group-wide sustainability strategy.;What factor accounts for the evolution of the Group-wide sustainability strategy?;Delivering the science-based carbon reduction and climate resilience targets set out in the Paris Agreement will have significant structural implications for the economy and the businesses and communities we serve
5303;The Audit Committee, together with the Board, considered what were the significant risks and issues in relation to the Financial Statements and how these would be addressed. The most significant risk identified is set out below: Revenue recognition — The Group has a multiplicity of complex contract mechanisms. As a result, a risk of misstatement of revenue is expected to arise.;What is the reason for the expected risk of misstatement of revenue?;The Group has a multiplicity of complex contract mechanisms
4055;We have built many strong relationships with lenders and developed their confidence in our operating platform which is why they continue to lend to us on favourable terms. The current debt in place is well diversified with facilities from six lenders as at 31 March 2017;What is the reason they continue to lend to us on favourable terms?;We have built many strong relationships with lenders and developed their confidence in our operating platform
1698;That said, the Committee is mindful of the current developments surrounding executive pay and alignment with the pay of the wider workforce. The new policy will therefore reduce the maximum pension allowance for new hires from 30% to 25% of base salary.;What explains the fact that the new policy will reduce the maximum pension allowance for new hires from 30% to 25% of base salary?;the Committee is mindful of the current developments surrounding executive pay and alignment with the pay of the wider workforce
5112.2;Transfer of beneficial interest in mortgage loans Management has judged that the transfer of the beneficial interest in the loans transferred from the Society to the SPVs does not result in a transfer of the risks and rewards in relation to these loans. Therefore the transfer of the beneficial interest is not recognised as a sale by the Society, and the loans continue to be recognised within the Society's Statement of Financial Position.;What is the reason behind the decision not to recognise the transfer of beneficial interest as a sale by the Society and to continue recognising loans within the Society's Statement of Financial Position?;Management has judged that the transfer of the beneficial interest in the loans transferred from the Society to the SPVs does not result in a transfer of the risks and rewards in relation to these loans
1892;In 2017, a significant amount of non-audit fees were incurred primarily related to reporting accountant services associated with the combination with Trefoil Holdings B.V. that required specific public and private reporting and due diligence associated with that reporting owing to the reverse nature of the transaction.;What causes the need of specific public and private reporting and due diligence associated with that reporting?;the reverse nature of the transaction
2964;It remains the intent ion of the Group to generate income returns for investors in the future as part of a progressive and commercially prudent dividend policy. However, due to the continued expansion opportunities presented by the sector, the Directors do not propose a final dividend in 2017.;What was the reason the directors did not propose a final dividend for 2017?;the continued expansion opportunities presented by the sector
5405;Following this review, we believe that our Directors' Remuneration Policy continues to be appropriate, and are therefore proposing the policy remains broadly unchanged.;What motivates the Directors to propose that the policy remains broadly unchanged?;we believe that our Directors' Remuneration Policy continues to be appropriate
2959;Underlying profit before tax was £11.0 million in the year to December 2017 (2016: £11.8 million). Reported profit before was £4.5 million in the year to December 2017 (2016: £6.6 million), due to lower underlying operating profit and an increase in highlighted items compared with 2016.;What caused the reported profit before tax to decrease to £4.5 million in the year to December 2017, down from £6.6 million in 2016?;lower underlying operating profit and an increase in highlighted items compared with 2016
2798;Availability and terms of customer finance Vehicle sales volumes rely on our customers being able to access affordable credit lines. As such the Company is exposed to the risk of lending institutions reducing, terminating or materially altering the terms and conditions on which they are willing to offer consumer credit;What is the effect of vehicle sales volumes relying on our customers being able to access affordable credit lines?;the Company is exposed to the risk of lending institutions reducing, terminating or materially altering the terms and conditions on which they are willing to offer consumer credit
1206.b;Higher interest income, resulting from reduced minimum payments, increased the margin.;What drove the increase in the margin?;Higher interest income, resulting from reduced minimum payments
1503.b;Buzwagi delivered record gold production of 268,785 ounces for 2017 which was 66% higher than in 2016 mainly due to a 75% higher head grade. The higher production drove lower AISC of US$667/oz, 39% lower than 2016.;What was the result of the higher production?;lower AISC of US$667/oz, 39% lower than 2016
5021;Within Severn Trent Water Limited, our approach reflects our status as a regulated utility providing essential services and operating as part of the Critical National Infrastructure for the UK. The nature of our Regulated Water and Waste Water business is such that there are some significant inherent risks. We aim to have a strong control framework in place to enable us to understand and manage these risks in accordance with our risk tolerance and appetite.;What does the nature of the Regulated Water and Waste Business imply?;there are some significant inherent risks
2150;With barriers to entry in the traditional broad wealth management industry (as opposed to robo-advice and challenger entrants with extremely clean, simple, focused business lines), we expect further consolidation as a result of the high level of regulatory requirements and technology development costs.;What explains the further consolidation expected?;the high level of regulatory requirements and technology development costs
1339;As we indicated was likely last year, MASS's net margin decreased to 18.2% (2016: 18.7%). This was primarily due to the overhead increase. During the year, MASS secured a number of significant contracts in the growth areas of secure information systems and cyber.;What was the primary effect of the overhead increase?;MASS's net margin decreased to 18.2% (2016: 18.7%)
5126.b;The workforce bonuses are calculated and agreed in May 2018 for the year ended 31 December 2017 and the figure is therefore not available. Therefore, the information produced is for the bonus comparisons paid in May 2017 for the year ended 31 December 2016. The workforce comparison is every member of staff who received a bonus excluding the Chief Executive Officer.;What is the reason for providing information on the bonus comparisons paid in May 2017 for the year ended 31 December 2016?;The workforce bonuses are calculated and agreed in May 2018 for the year ended 31 December 2017 and the figure is therefore not available
5051.a;Textile Printing using digital inkjet technology is growing fast due to rapid shifts in consumer expectations such as fast changing fashion seasons, and the requirement to reduce waste and pollution. This drives the need for new, digital printing processes which are capable of delivering short print runs quickly, economically and in a more environmentally friendly way.;What factors drive the fast growth in textile printing using digital inkjet technology?;rapid shifts in consumer expectations such as fast changing fashion seasons, and the requirement to reduce waste and pollution
4884;These performance conditions were selected because the Committee believes that they closely align the LTIP with the strategic aims of the Group to grow its leading brands whilst delivering returns in excess of the cost of capital in order to create significant shareholder value.;Why were these performance conditions selected?;the Committee believes that they closely align the LTIP with the strategic aims of the Group to grow its leading brands whilst delivering returns in excess of the cost of capital in order to create significant shareholder value
2190;Additionally, during the year the Group commenced work, under its EPCC contract with CGE, on four biogas-based power generation plants. As previously stated, due to financial constraints, progress was slower than initially expected and work has been temporarily suspended, awaiting the Company finalising an arrangement with CGE.;What did financial constraints bring about?;progress was slower than initially expected and work has been temporarily suspended, awaiting the Company finalising an arrangement with CGE
2025;No separate remuneration committee has been constituted in view of the level of work delegated to the Manager and Secretary.;What is the reason for the absence of a separate remuneration committee?;the level of work delegated to the Manager and Secretary
1367;The remaining 30% of the bonus opportunity was based on specific personal/strategic objectives set by the Remuneration Committee, concerning their key responsibilities in connection with delivering the Group's strategy. Achievement of these personal/strategic objectives resulted in bonus payments of 27.0% of salary for Andrew Tinkler.;What did the achievement of the personal/strategic objetives set by the Remuneration Committee lead to?;bonus payments of 27.0% of salary for Andrew Tinkler
6046;The PCAOB auditing standards are US standards that registered public accounting ﬁrms are required to follow in connection with the audit of Micro Focus' consolidated financial statements. As a result of the work undertaken, certain deficiencies in Micro Focus' internal controls for the purposes of Section 404 have been identified.;What have been the consequences of the work undertaken?;certain deficiencies in Micro Focus' internal controls for the purposes of Section 404 have been identified
6119;The underlying increase in ongoing annual taxable benefits ( excluding this relocation allowance) was 26%. The slight drop in the value of taxable benefits for the GMT is due to a decrease in the Private Medical insurance cost in the UK.;What accounts for the slight drop in the value of taxable benefits for the GMT?;a decrease in the Private Medical insurance cost in the UK
2949;The Company has considerable financial resources both at the year end and at the date of this report, and holds a diversified portfolio of investments. As a consequence, the Directors believe that the Company is well placed to manage its business risks successfully despite the current uncertain economic outlook.;Why do the directors believe that the Company is well positioned to manage its business risks successfully despite the current uncertain economic outlook?;The Company has considerable financial resources both at the year end and at the date of this report, and holds a diversified portfolio of investments
6161.b;Profits increased 51% and cash generated from operations was especially strong, reaching £31.5 million and resulting in the Group closing the year with net cash for the first time in well over a decade. Given this performance, we have again increased the dividend pay-out ahead of plan.;What was the effect of the Group's good performance?;we have again increased the dividend pay-out ahead of plan
6018;"Incentive awards for Executive Directors in 2017 reflect this strong overall corporate performance and are consistent with the experience of shareholders, who saw a 42% growth in the share price and an increase in dividends for the year. Details of actual performance against the targets set for 2017 and the specific individual variable pay awards can be found on pages 72 to 77. Overall, the pool spend remains below 27.5% of adjusted pre‑incentive operating profit with the variable and total compensation expense ratios at 29.7% and 33.4% respectively; therefore, it is within the expected ranges previously communicated.";What causes the expected ranges previously communicated to be met?;Overall, the pool spend remains below 27.5% of adjusted pre‑incentive operating profit with the variable and total compensation expense ratios at 29.7% and 33.4% respectively
1473;Underlying Profit Before Tax* was up 42.0% to £10.7 m. Gross Margin was down by 1.6% at 22.3% as a result of a higher mix of Free on Board ('FOB') business in the year.;What explains the 1.6% decrease in Gross Margin to 22.3%?;a higher mix of Free on Board ('FOB') business in the year
5372.1.a;■ ■ Barclays UK: Reduction was driven by UK cards portfolio, where balances on forbearance plans were lower due to an asset sale and application of tighter entry criteria.;What caused the Barclays UK's reduction?;UK cards portfolio
5452;Importantly, we are pleased to see that our investment in customer service has resulted in a notable improvement in our customer satisfaction scores.;What was the effect of the investment in customer service?;a notable improvement in our customer satisfaction scores
1631;Non-Executive Directors are appointed to the Board following a formal, rigorous and transparent process, involving external recruitment agencies, to select individuals who have a depth and breadth of relevant experience, thus ensuring that the selected candidates will be capable of making an effective and relevant contribution to the Group.;What helps ensure that the selected candidates are capable of making an effective and relevant contribution to the Group?;Non-Executive Directors are appointed to the Board following a formal, rigorous and transparent process, involving external recruitment agencies, to select individuals who have a depth and breadth of relevant experience
2930.b;Other costs decreased by £4.1 million (34%) to £7.9 million, with the main contributors being lower bad debt expenses due to more benign market conditions, lower irrecoverable sales tax and the effect of favourable balance sheet revaluation.;What were the causes contributing to lower bad debt expenses?;more benign market conditions, lower irrecoverable sales tax and the effect of favourable balance sheet revaluation
2855.2;Current liabilities have increased by £31.37m primarily on account of increase in trade creditors by £15.81m (including an increase in Gujarat of £22.5m offset by decrease in Chennai) and borrowings by £15.52m. Other non-current liabilities Other non-current liabilities have increased by £25.37m primarily on account of forex impact.;What effect did the account of forex impact have?;Other non-current liabilities have increased by £25.37m
783;Payments Process Risk: The risk of payments being processed inaccurately, with delays, without appropriate authentication and authorisation. People Risk: The risk that Barclays is exposed to by virtue of being an employer (excluding Health and Safety related risk).;What causes Barclays to be exposed to risk?;being an employer (excluding Health and Safety related risk)
896;Historically, this has provided the main operational challenge due to competing uses for used transformer oil and/or long-established practices around waste incineration.;Why has this historically provided the main operational challenge?;competing uses for used transformer oil and/or long-established practices around waste incineration
966;As a result of the extra sidetracks drilled and additional precautions taken to deliver a stable and secure production well, the costs of drilling well increased to approximately US$7.1 million compared to a budget cost of US$3.8 million.;What factors contributed to the increase in drilling well costs to around US$7.1 million, compared to the budgeted cost of US$3.8 million?;the extra sidetracks drilled and additional precautions taken to deliver a stable and secure production well
3807;"Christopher Mills represents a major shareholder, Harwood Capital LLP and is, therefore, not considered to be ""independent"" within the definition of that term contained in the Code.";"Why is Christopher Mills not considered to be ""independent"" according to the Code?";Christopher Mills represents a major shareholder, Harwood Capital LLP
3271.b;In addition, future interest charges will also increase as the interest rate swap became ineffective at the end of 2017, as forecast drawdowns will no longer be met as we seek to deleverage the business.;What was the effect of forecast drawdowns no longer being met as we seek to deleverage the business?;the interest rate swap became ineffective at the end of 2017
5070.1;All Chain regions had book to bill ratios greater than 100% for the year. Underlying order intake demonstrated good progress in the year with growth in the second half of 11.9% over the second half of the prior year. This compared to growth of 4.6% for the first half, and together resulted in growth for the full year of 8.2%.;What did the combination of a 4.6% growth in underlying order intake for the first half and the improved results in the second half compared to the prior year lead to?;growth for the full year of 8.2%
3772;We all have invested in VOG shares because we believed in the future of the Company. It is our primary objective to deliver real value of the Company to our shareholders.;What is the reason for them investing in VOG shares?;we believed in the future of the Company. It is our primary objective to deliver real value of the Company to our shareholders
5417.a;Operating cash flow rose by 1% in headline terms, despite a decrease in adjusted operating profit, driven by a strong cash conversion of 116% driven by tight working capital control, strong collections and high Penguin Random House cash dividends.;What is the 1% increase in operating cash flow in headline terms, despite a decrease in adjusted operating profit, owed to?;a strong cash conversion of 116%
1756;Our key remuneration outcomes. We are now three years on from the IPO and the Committee has undertaken a full review of Executive Director remuneration in light of the progress made by the Group and the strategic objectives the Board has for the Group over the next three years.;What are the implications of the Group's progress and the strategic objectives set by the Board for the next three years?;We are now three years on from the IPO and the Committee has undertaken a full review of Executive Director remuneration
1858;During the course of its review of the risk management and internal control systems, the Board has not identified nor been advised of any failings or weaknesses which it has determined to be significant. Therefore a confirmation in respect of necessary actions has not been considered appropriate.;Why has a confirmation regarding necessary actions not been deemed appropriate?;During the course of its review of the risk management and internal control systems, the Board has not identified nor been advised of any failings or weaknesses which it has determined to be significant
5161;The inability to develop technology to meet technological changes resulting in lost sales.;What are lost sales owed to?;The inability to develop technology to meet technological changes
2859;5 The maximum opportunity for 'single figure' purposes is 200% of salary. 50% of bonus is deferred in shares which vest subject to performance and are therefore defined as a long term incentive.;Why are shares defined as a long term incentive?;50% of bonus is deferred in shares which vest subject to performance
2036;20% of the 2017 bonus payment was deferred into Faroe shares. Mr Hammer's bonus is less than 75% due to changes in exchange rates.;What does Mr Hammer's bonus result from?;changes in exchange rates
2658;In light of the ongoing Strategic Review to assess the financing options open to the Group in relation to the Bonds, the directors have reconsidered the period over which they can reasonably assess the Group's viability.;What factor led the directors to reconsider the period over which they can assess the Group's viability?;the ongoing Strategic Review to assess the financing options open to the Group in relation to the Bonds
1772;During the year, individual Non-executive Directors visited the Shoeburyness and Boscombe Down sites in the UK and the Waltham site in the USA, as a result of specific requests.;What did specific requests lead to?;During the year, individual Non-executive Directors visited the Shoeburyness and Boscombe Down sites in the UK and the Waltham site in the USA
5461.b;Further, due to the Group's global operations, there is expected to be a significant impact on timing of disposal due to political and macroeconomic factors.;What is the effect of the political and macroeconomic factors?;there is expected to be a significant impact on timing of disposal
1042;The Group does not operate an LTIP because it believes there is sufficient long-term incentive built into its deferred share salary and discretionary deferred share compensation. No cash bonuses are paid to the Executive Director.;What factors contribute to the Group's decision not to operate an LTIP?;it believes there is sufficient long-term incentive built into its deferred share salary and discretionary deferred share compensation
5193.2;Our leaner, more efficient operating model has enabled us to improve our speed to take new offers to market, for example digital, rewards and bundling.;What has their leaner, more efficient operating model facilitated?;to improve our speed to take new offers to market, for example digital, rewards and bundling
6084.b;Failure of our systems due to inadequate cyber security. Corruption or loss of data will result in detriment to our customers, financial penalties and reputational damage.;What will be the consequences of corruption or loss of data?;detriment to our customers, financial penalties and reputational damage
1084;The Narrabri royalty is classified as a royalty intangible asset on the balance sheet. As such, this asset is carried at cost less amortisation and impairments and does not benefit from any valuation uplift.;What does the Narrabri royalty being classified as a royalty intangible asset on the balance sheet imply?;this asset is carried at cost less amortisation and impairments and does not benefit from any valuation uplift
1544.a;Last year, following an independent review by PricewaterhouseCoopers LLP (PwC), we made some changes to enhance our risk management and internal control framework. It was important, therefore, that the committee reviewed the effectiveness of those changes, which we did this year.;What were the implications of the independent review by PricewaterhouseCoopers LLP (PwC) last year?;we made some changes to enhance our risk management and internal control framework
2810.b;Net finance costs in 2017 of £13.9m were £0.6m below 2016. The reduction in finance costs was largely due to lower net debt levels that triggered a more favourable interest cost on the Company's revolving credit facility.;What did lower debt levels cause?;a more favourable interest cost on the Company's revolving credit facility
2018.b;Reduced number of active sales outlets due to delays in planning process leads to lower build and sales activity.;What accounts for lower build and sales activity?;Reduced number of active sales outlets due to delays in planning process
5193.3;Our UK services business completed nine million customer visits in 2017 and remains a source of competitive advantage in the UK given our nationwide scale which is very difficult to replicate.;What are the implications of their nationwide scale, which is very difficult to replicate?;Our UK services business completed nine million customer visits in 2017 and remains a source of competitive advantage in the UK
3444;The Investment Manager remains focused on delivering a portfolio of properties which benefit from strong supply and demand characteristics, which it believes is the primary driver of rental growth in the sector. Consequently, whilst the Company's portfolio remains London‑centric, from time to time, properties may be added outside;Why may properties be added outside of London from time to time?;The Investment Manager remains focused on delivering a portfolio of properties which benefit from strong supply and demand characteristics, which it believes is the primary driver of rental growth in the sector
3056;The Group achieved forecast results in the year-ended 30 November 2017, with revenue of £43.9m (2016: £21.5m) and adjusted EBITDA of £4.7m (2016: £1.2m). As a result, Andrew Walwyn, Frank Waters and Simon Clifton will receive bonuses of 42.5% percent, 42.5% percent and 50% percent of salary respectively.;What factor contributed to Andrew Walwyn, Frank Waters, and Simon Clifton receiving bonuses of 42.5%, 42.5%, and 50% of salary, respectively?;The Group achieved forecast results in the year-ended 30 November 2017, with revenue of £43.9m (2016: £21.5m) and adjusted EBITDA of £4.7m (2016: £1.2m)
8911;After a significant restructuring of the Permanent business in 2016, we expected GP to be down in the year, but it fell further than anticipated as a result of the continuing political uncertainty through the year and was down 22%* YoY.;What was the effect of the continuing political uncertainty throughout the year?;we expected GP to be down in the year, but it fell further than anticipated
2732;The external auditor has concluded that the risk of goodwill impairment is not significant this year and therefore that goodwill is no longer an area of significant audit risk.;Why is goodwill no longer an area of significant audit risk?;The external auditor has concluded that the risk of goodwill impairment is not significant this year
5229.1.a;In 2017, many of the trends seen in the previous year continued, and even strengthened, including solid growth on the steel and bulk commodities markets. This was spurred by rising demand in major economies and significant capacity optimisations in China, which led to higher utilisation rates.;What factors account for the ongoing strengthening trends, including solid growth in the steel and bulk commodities markets?;rising demand in major economies and significant capacity optimisations in China
1064.1;Following the drilling campaign in the vicinity of the Inmaculada mine, significant potential was discovered at the Millet vein system. For further details, refer to page 29. Greenfield exploration and the appraisal of acquisition/joint venture opportunities restarted in 2017 in light of the Group's improved financial position.;What was the outcome of the drilling campaign in the vicinity of the Inmaculada mine?;significant potential was discovered at the Millet vein system
1008;Developing new business in mandrels globally through the provision of in-depth technical service and product customization. Our mandrel business has a highly successful business model based on technical expertise and a wide range of solutions for hose manufacturers.;What factor contributed to the global development of new business in mandrels?;the provision of in-depth technical service and product customization
1037;Tuzistra XR has been available to patients in the US market for two cough cold seasons. During 2016/17 we markedly strengthened its position with payers, pharmacies, physicians and patients. As a result, we increased pharmacy stocking.;What action helped increasing pharmacy stocking?;During 2016/17 we markedly strengthened its position with payers, pharmacies, physicians and patients
4047;Due to the significant reliance on foreign currencies in Georgia's economy, currency-induced credit risk is a significant component of credit risk, which relates to risks arising from foreign currency- denominated loans to unhedged borrowers in the Group's portfolio.;What is the effect of the significant reliance on foreign currencies in Georgia's economy?;currency-induced credit risk is a significant component of credit risk, which relates to risks arising from foreign currency-denominated loans to unhedged borrowers in the Group's portfolio
2030;In terms of regulatory requirements and the group's liquidity policy, Investec plc (and its subsidiaries) are ring-fenced from Investec Limited (and its subsidiaries) (and vice versa) and both legal entities are therefore required to be self-funded.;Why are both Investec plc and Investec Limited required to be self-funded?;Investec plc (and its subsidiaries) are ring-fenced from Investec Limited (and its subsidiaries) (and vice versa)
2660;• NAV per share grew from 98.5p to 104.9p over the year mainly due to operating outperformance, changes in power price forecast, higher RPI inflation expectations and a change in discount rates.;What caused the NAV per share to grow from 98.5p to 104.9p over the year?;operating outperformance, changes in power price forecast, higher RPI inflation expectations and a change in discount rates
5429;Retail spend per admission increased by 13.4% to £1.86 (2016: £1.64 constant currency). The increase was predominantly driven by the film mix and growth of the local economies but also the expansion of offerings, with three new VIP sites, one in Israel – Zichron, and two in Poland – Chodov and Wroclaw, as well as ongoing operational improvements.;What factors account for the 13.4% increase in retail spend per admission, from £1.64 to £1.86 in constant currency, compared to 2016?;the film mix and growth of the local economies but also the expansion of offerings, with three new VIP sites, one in Israel – Zichron, and two in Poland – Chodov and Wroclaw, as well as ongoing operational improvements
5459;We set out in 2017 to embed a culture of safer behaviour in the business, encouraging all our colleagues to recognise the importance of moving towards Zero Harm. This led to a further 25 per cent reduction in the frequency of employee lost-time injuries across the Group.;What does the further 25 per cent reduction in the frequency of employee lost-time injuries across the Group stem from?;We set out in 2017 to embed a culture of safer behaviour in the business, encouraging all our colleagues to recognise the importance of moving towards Zero Harm
2936;A key part of implementing the TOM is to embed effective and efficient business processes and systems within it. Over the next two years we will therefore be focusing on designing and implementing standardised business processes;Why will they focus on designing and implementing standardised business processes over the next two years?;A key part of implementing the TOM is to embed effective and efficient business processes and systems within it
2434;The Prudential Regulation Authority considers a firm's size, internal organisation and the nature, scope and complexity of its activities when determining which Remuneration Code rules are applicable to a firm. As a result of our consistent and sustainable growth, additional regulations have to be applied.;What is the impact of their consistent and sustainable growth?;additional regulations have to be applied
6142.1.a;Australia's recovery was driven by a surge in exports in the fourth quarter of 2016 as commodity exports picked up robustly and as commodity prices firmed.;What motivated Australia's recovery?;a surge in exports in the fourth quarter of 2016
3214.a;"The Board is able to oversee the setting and implementation of the Group's strategy due to a flat management structure; three members are Executive Directors and therefore actively involved in day-to-day implementation.";What explains the Board's ability to oversee the setting and implementation of the Group's strategy?;a flat management structure
2230;In 2017 we determined that we would exit three minor operations in Latin America and the results of these businesses are therefore reported in portfolio businesses in 2017 accordingly.;What accounts for reporting their results in portfolio businesses in 2017?;In 2017 we determined that we would exit three minor operations in Latin America
3846;The Board attaches importance to matters set out in the Code and applies its principles. However, as a venture capital trust company, most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive.;What is the implication of being a venture capital trust company?;most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive
867;In the run up to and the immediate aftermath of the EU referendum, we saw a significant reduction in UK activity and thus fees and profits. While this had stabilised by November 2016, we clearly face significant potential uncertainty over the next few years.;What was the reason behind the reduction of fees and profits?;In the run up to and the immediate aftermath of the EU referendum, we saw a significant reduction in UK activity
3222;• In Canada, EVRAZ North America made charitable donations to the Multiple Sclerosis Society, which was important for the group because it receives almost no government funding.;What was the reason it was important for the group that EVRAZ North America made charitable donations to the Multiple Sclerosis Society in Canada?;it receives almost no government funding
3667.a;Gross margins declined primarily as a result of the revenue mix, which included an increase in lower margin partnered services and disposal revenues as we optimised our hire fleet.;What factor mainly contributed to the decline in gross margins?;the revenue mix, which included an increase in lower margin partnered services and disposal revenues
914;Collectively and individually, the Directors monitor the performance of the Board and its members on a range of measures. Due to its small size and the cost of the process, a formal evaluation of Board performance by an outside agency is not thought to be appropriate.;Given its small size and the cost of the process, what are the implications of these factors?;a formal evaluation of Board performance by an outside agency is not thought to be appropriate
2990;The Board has resolved that, in view of the size of the Board, it is most appropriate for matters of remuneration to be dealt with by the Board as a whole.;What does the size of the Board entail?;it is most appropriate for matters of remuneration to be dealt with by the Board as a whole
1061;This chart shows National Grid plc's eight-year annual total shareholder return (TSR) performance against the FTSE 100 Index since 31 March 2009. The FTSE 100 Index has been chosen because it is the widely recognised performance benchmark for large companies in the UK.;What has been the decisive factor behind selecting the FTSE 100 Index?;it is the widely recognised performance benchmark for large companies in the UK
5214.1;The carbon dioxide emitted by the Group has fallen to 10,511 tonnes of CO 2 in 2017 from 11,636 in 2016, a reduction of 10%. This single change is responsible for the vast majority of the reduction in the Group's CO 2 emissions.;What drove the vast majority of the reduction in the Group's CO 2 emissions?;The carbon dioxide emitted by the Group has fallen to 10,511 tonnes of CO 2 in 2017 from 11,636 in 2016, a reduction of 10%
1040;Based on SIG share price of 176.2p as at 31 December 2017. Note that both the Executive Directors were appointed in 2017, consequently they have not yet built up the required holding.;What does the fact that both the Executive Directors were appointed in 2017 imply?;they have not yet built up the required holding
2629;Revenue increased by 7% to £57.6m (2016: £53.6m) and adjusted EBITDA contracted by 6% to £10.1m (2016: £10.7m). Sales order volumes in Quantum Pharmaceutical Limited ('QPL ') increased by 6%, supported by volumes gained as a result of the acquisition of 281 Sainsbury's stores by Lloyds Pharmacy in September.;What was the reason behind the increase in volumes at Quantum Pharmaceutical Limited (QPL)?;the acquisition of 281 Sainsbury's stores by Lloyds Pharmacy in September
1784.b;Shareholders will be aware that the Fund's portfolio contains stocks which the Manager considers to be high-quality and feels are priced attractively. Consequently, during times when emerging stock markets appreciate very rapidly and are driven by a narrow sector of the market, the Fund's performance is likely to lag that of the broader market or indices heavily influenced by that sector.;What causes emerging stock markets to appreciate very rapidly?;a narrow sector of the market
