ID,Text,Question,Answer
2972.b,The mix of metals sold decreased revenue by $38 million mainly due to the higher proportion of Ruthenium sold in 2017 as a result of a one-off stock release following a change in the refining process.,What factor led to the higher proportion of Ruthenium sold in 2017?,a one-off stock release following a change in the refining process
5069.2.a,"It adopts the UK Corporate Governance Code 2016 (the Code) to the extent that it is appropriate given the Society's legal form and mutual ownership structure. It was not, for instance, possible to comply with provisions relating to dialogue with 'major shareholders' due to the Society's mutual status and 'one member, one vote' principle.",What factors influence the decision of adopting the UK Corporate Governance Code 2016 to the appropriate extent?,"the Society's legal form and mutual ownership structure It was not, for , possible to comply with provisions to with '"
3553,Head office costs increased from £7.3 million in 2016 to £9.1 million in 2017. This was largely due to the effect of headcount increases in 2017 and staff bonuses associated with improved operating performance.,What caused head office costs to increase from £7.3 million in 2016 to £9.1 million in 2017?,the effect of headcount increases in 2017 and staff bonuses associated with improved operating performance
4069.a,"We know that our customers are keen to look for greener choices. However, given their limited mobility, public transport is, for them, rarely a viable option. We therefore aim to ensure that a range of lower emitting, higher MPG vehicle choices is available",What makes public transport rarely a viable option for them?,"We their limited mobility We to ensure that a range of lower emitting, higher MPG vehicle choices is available"
5025,"The Directors believe that the maintenance of good relations with both institutional and retail shareholders is important for the long term prospects of the Company. It therefore seeks active engagement with investors, bearing in mind the duties regarding equal treatment of shareholders and the dissemination of inside information.",What explains the Company's commitment to engaging with investors while ensuring equal treatment and proper dissemination of inside information?,The Directors believe that the maintenance of good relations with both institutional and retail shareholders is important for the long term prospects of the Company
2941,"Despite cash outflows of £16.0m for the acquisitions of Vamousse and Ametop, the Group's strong underlying cash generation, together with the £4.0m settlement claim receipt from Sinclair, resulted in the Group's net debt reducing to £72.3m as at 31 December 2017 (31 December 2016: £76.1m).","What caused the Group's net debt to reduce to £72.3 million as of 31 December 2017, down from £76.1 million as of 31 December 2016?","Despite cash outflows of £16.0m for the acquisitions of Vamousse and Ametop, the Group's strong underlying cash generation, together with the £4.0m settlement claim receipt from Sinclair"
1472,The maximum bonus opportunity and the metrics for the 2018 financial year will remain unchanged. The majority of the bonus for the coming year (70%) will therefore continue to be based on Trading EBITDA.,What accounts for the fact that the majority (70%) of the bonus for the coming year is still based on Trading EBITDA?,The maximum bonus opportunity and the metrics for the 2018 financial year will remain unchanged
3897,"At this stage the Board does not hedge against specific commodity risk, and will continue to review this position in light of commodity prices.",What factor led to the Board continuing to review this position?,not hedge against specific commodity risk commodity prices
5184.a,"The £13.2m year-on-year increase is attributable to an additional £7.6m of sales derived from acquisition growth, with the balance generated through organic growth within the Ecuphar business.",What factors drove the £13.2m year-on-year increase?,"an additional £7.6m of sales derived from acquisition growth, with the within the Ecup"
5476,Credit risk within our treasury portfolio arises from the investments held by the Group to meet liquidity requirements and for general business purposes.,What is the credit risk within their treasury portfolio owed to?,the investments held by the Group to meet liquidity requirements and for general business purposes
6028.a,"As the proposals remain in draft, it is uncertain what the final requirements and timing will be. Under the BoE's statement of policy on MREL, the BoE will set MREL for UK G-SIBs as necessary to implement the TLAC standard and institution or group-specific MREL requirements will depend on the preferred resolution strategy for that institution or group.",What does the proposal being in draft phase translates to?,it is uncertain what the final requirements and timing will be GS
5478,"Having assessed all of the available information and the assurances provided by management, the Committee concluded that the processes underlying the preparation of the Group's published Financial Statements were appropriate in ensuring that those statements were fair, balanced and understandable.",What were the implications of assessing all the available information and assurances provided by management?,"the Committee concluded that the processes underlying the preparation of the Group's published Financial Statements were appropriate in ensuring that those statements were fair, balanced and understandable"
2940,"In March 2017, Mr N Hollingworth had served as a non-executive director for nine years. After this period, according to the Code, a non-executive director can no longer be considered as independent and therefore does not comply with its requirements.",Why does it not comply with its requirements?,a non-executive director can no longer be considered as independent
4782,"Senior has significantly higher shipset content on new regional jet platforms such as the Bombardier CSeries, Mitsubishi MRJ and Embraer E2-Jet than legacy regional jets therefore, the Group's regional jet market (3% of Group) revenue is expected to benefit in the medium term.",Why is the Group's regional jet market expected to see revenue growth in the medium term?,"Senior has significantly higher shipset content on new regional jet platforms such as the Bombardier CSeries, Mitsubishi MRJ and Embraer E2-Jet than legacy regional jets"
1634.a,"As the operation of the Motability Scheme approaches its 40th anniversary the year ahead will bring fresh challenges, including the continuing impact of welfare reform, given that around half of working age DLA recipients are still to be reassessed for PIP.",What will be the consequence of the operation of the Motability Scheme approaching its 40th anniversary?,"the year ahead will bring fresh challenges, including the continuing impact of welfare reform, given around half of working age DLA recipients are still to be reassessed for PIP"
822,"As per mandatory greenhouse gas disclosure, our organisational boundary for environmental disclosure is based on the principle of operational control, and therefore includes all property assets where we are responsible for the procurement of energy, water and waste services.","What is the reason for including all property assets where they are responsible for the procurement of energy, water and waste services?","mandatory greenhouse gas disclosure, our organisational boundary for environmental disclosure is based on the principle of operational control"
5069.6,"New directors receive formal induction training on joining the Board. The training is tailored to the needs of each director given their existing knowledge and experience, and any committees on which they will serve. Training covers key aspects of the Society's business. Established directors must continue their professional development and maintain their knowledge of the Society's operations, including branch and department visits.",What factors contribute to meeting the directors' needs when tailoring their training?,"their existing knowledge and experience, and any committees on which they will serve"
4006.b,(11) WAIO – BKM Ore Reserves have increased due to Mineral Resource classification upgrades at Newman JV and Mining Area C. CID Ore Reserves have decreased after a processing capability re-evaluation of lower CID. Reserve Life remains the same due to an increase in nominated production rate,What caused Reserve Life to remain the same?,an increase in nominated production rate
913.a,"After making enquiries, the directors have a reasonable expectation that the Group has adequate resources to continue in operational existence for the 12 months from the date of approval of this Annual Report. For this reason, they continue to adopt the going concern basis in preparing the financial statements.",What reason leads them to continue adopting the going concern basis in preparing the financial statements?,"After making enquiries, the directors have a reasonable expectation that the Group has adequate resources to continue in operational existence for the 12 months from the date of approval of this Annual Report"
2524,"The controls in place have developed following the increase in the need for community support donations due to the political upheaval of four years ago. Charities which operate independently of Ferrexpo are inherently more difficult to monitor and oversee, than the Group's own charitable funds.",What was the implication of the political upheaval that took place four years ago?,The controls in place have developed following the increase in the need for community support donations
4003,"As a result of our focus, the integration is moving at pace. A single Executive Leadership Team is now in place across the combined business, and we are committed to delivering a two year programme of scale efficiencies amounting to £15m across the Group.",What caused the integration to be moving at pace?,our A Executive Leadership Team is now in place across the combined business
5427,Liquidity risk is primarily driven by: • A sudden sharp movement in exchange rates when a currency is net long/short; or • An over-extension of hedging facilities.,What are the primary factors contributing to liquidity risk?,: • A sudden sharp movement in exchange rates when a currency is net long/short; or • An over-extension of hedging facilities
5307,"As a result of our performance outcome, the following number of shares will vest to the Executive Directors: Nigel Hugill 94,795 shares, Robin Butler 94,795 shares, and David Wood 22,160 shares.",What will be the consequence of the performance outcome?,"the following number of shares will vest to the Executive Directors: Nigel Hugill 94,795 shares, RobinButler 94,795 shares, and David Wood 22,160 shares"
5063,"Zegona has exercised its right to appoint a representative to Euskaltel's board of directors and each of its board committees. Zegona believes there is additional value in the Euskaltel investment, both as a result of the strength of the underlying business and from the relevant knowledge and experience Zegona's management team can provide.",What do the strength of the underlying business and Zegona's knowledge and experience lead to?,Zegona believes there is additional value in the Euskaltel investment
3754,"As a result of our exploration efforts, significant resource-to-reserve conversions were achieved during the year, along with the completion of new reserve-and-resource estimates for several projects, including: • at Albazino, the initial ore reserve estimate for Farida open-pit (169 Koz GE) and Anfisa underground (47 Koz GE)",What was the impact of their exploration efforts?,"significant resource-to-reserve conversions were achieved during the year, along with the completion of new reserve-and-resource estimates for several projects, including: • at Albazino the ore reserve estimate for Farida open-pit (169 Koz GE) and Anfisa underground ( Koz GE"
5013.a,"Shipping is an industry that people enter into because they are enthusiastic about world trade. This industry remains an attractive employment option as it offers career opportunities, flexibility and incentives for those who commit themselves.",Why do people enter the shipping industry?,they are enthusiastic about world trade
5006,"The final outcome under this strategic element is based on a weighted average of performance across all of our markets utilising a range of metrics. Despite the difficulty in condensing such a variety of outputs, it is recognised that greater insight into outcomes under this measure is desired by shareholders. The Committee has therefore sought to provide details in a manner which is both succinct and useful to our stakeholders.",What drives the Committee's intention to provide succinct and useful details to their stakeholders?,"Despite the difficulty in condensing such a variety of outputs, it is recognised that greater insight into outcomes under this measure is desired by shareholders"
3884.a,"Appointment of Chief Financial Officer and Non-executive Director In March 2017 the Committee appointed David Harris as Chief Financial Officer. However, unfortunately in August 2017 David Harris resigned from the Board due to health reasons. Subsequently the Committee appointed David Thompson as Chief Financial Officer in September 2017.",What caused David Harris to resign from the Board?,health reasons
1572,"82 / Petrofac Annual report and accounts 2017 AUDIT COMMITTEE REPORT The Committee met four times during the year, coinciding with key points in the Company's financial reporting cycle. In May 2017, Jane Sadowsky stepped down from the Board and, as a consequence, left the Committee.",Why did Jane Sadowsky leave the Committee?,Jane Sadowsky stepped down from the Board
1157,"Due to the high profile of the Group, the Committee reserves the right to provide our Executives with the appropriate level of security arrangements to allow them to perform their duties in the safest possible conditions.",What are the implications of the high profile of the Group?,the Committee reserves the right to provide our Executives with the appropriate level of security arrangements to allow them to perform their duties in the safest possible conditions
1376,"The CIT business helps government and commercial customers respond to fast-evolving threats based on its expertise in training, secure communication networks and devices, intelligence gathering and surveillance sensors, and cyber security.",What does the CIT business facilitate for government and commercial customers?,"fast-evolving threats its expertise in training, secure communication networks and devices, intelligence gathering and surveillance sensors, and cyber security"
5439,"The operating profit, before amortisation and acquisition costs, of £271,000 in 2016 improved to £756,000 this year, as a result of a significant cost-cutting programme that saw underlying overheads from operations reduce from £6,116,000 to £4,973,000, a reduction of 19%.","What is the improvement in operating profit, before amortisation and acquisition costs, from £271,000 in 2016 to £756,000 this year, owed to?","a significant cost-cutting programme that saw underlying overheads from operations reduce from £6,116,000 to £4,973,000, a reduction of 19%"
834.a,Human and environmental impact: ― LTIs (Lost Time Incidents) and fatalities of ContourGlobal employees and contractors or local communities around the facilities due to incidents at the power plants ― Environmental accidents on site and in local communities Reputational impact due to poor H&S management.,What were the consequences of the incidents at the power plants?,LTIs Lost Time Incident) fatalities of ContourGlobal employees and contractors or local communities around the facilities poor H&S management
1396,"Relationship Agreement. PSG currently holds 38.1% of the issued share capital of the Company. By virtue of the size of its shareholding in the Company, PSG is a controlling shareholder for the purposes of the Listing Rules and was required to enter into an agreement with the Company.",What are the implications of the size of PSG's shareholding in the Company?,PSG is a controlling shareholder for the purposes of the Listing Rules and was required to enter into an agreement with the Company
1652.b,"The tax charge was low both in relative and absolute terms in 2016 and 2017 due to a combination of factors, including tax-free operations in Dubai, no corporation tax in the US due to deductions for fixed asset purchases, and high bank interest charges.",What did the deductions for fixed asset purchases lead to?,"a of factors, including tax-free operations in Dubai, no corporation tax in the US bank interest charges"
3011,"Net cash provided by operating activities increased 60% to $4,256.7 million (2016: $2,658.9 million), primarily due to the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability","What were the reasons for the 60% increase in net cash provided by operating activities, rising to $4,256.7 million from $2,658.9 million in 2016?",the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability
1522,"Our overall score in the annual Dow Jones Sustainability Index (DJSI) declined slightly in 2017 compared to 2016. Analysis showed this was largely due to the introduction of new question sets, significant changes to other sections, and a lower score in the codes of conduct and export categories.",What does the decline in their annual Dow Jones Sustainability Index (DJSI) score in 2017 compared to 2016 owe to?,"the introduction of new question sets, significant changes to other sections, and a lower score in the codes of conduct and export categories"
1864,"The Group's South African mining operational earnings are significantly dependent on movements in both the export and domestic coal price. The price of export sales is derived from a US Dollar-denominated export coal price, and therefore the price achievable in South African Rands can be influenced by movements in the exchange rate between the US Dollar and the South African Rand.",What is the result of export sales being derived from a US Dollar-denominated export coal price?,the price achievable in South African Rands can be influenced by movements in the exchange rate between the US Dollar and the South African Rand
2708,The Board will review the learnings from 2017 and early 2018 and act to make the required changes. The Board recognises that no system of risk management can guarantee the complete elimination of unforeseen matters arising due to external factors outside its control.,What reason is behind the Board's recognition that no system of risk management can completely eliminate unforeseen issues?,external factors outside its control
826,"Property, plant and equipment increased to $183.7m from $172.8m, largely due to the purchase of Treasure Beach in May 2017. In addition, $0.1m of intangible assets were recognised in relation to the cost of the Group's new commercial website.",What was the main outcome of the purchase of Treasure Beach in May 2017?,"Property, plant and equipment increased to $183.7m from $172.8m"
5323.2.a,The strategic initiatives continued to drive margin improvement across all cost lines and coupled with the sales growth resulted in Group operating profit increasing 27% year-on-year and exceeding the budget target by 11.8%.,What arose from the ongoing strategic initiatives?,margin improvement across all cost lines the sales growth Group operating profit increasing 27% year-on-year and exceeding the budget target by 11.8%
6107,"In light of the stipulations outlined above, I remain confident that Chesnara is well-positioned to continue providing value to policyholders and shareholders.",What do the stipulations outlined above imply?,I remain confident that Chesnara is well-positioned to continue providing value to policyholders and shareholders
